2018-01-29,招商证券,300718,长盛轴承,长盛轴承(300718)调研报告：自润滑轴承的明日之星-180126,webcache\20180130\webcache-20180302224621.html,51pdf,
2018-01-29,申万宏源,601997,贵阳银行,"截至2017年底,贵阳银行总资产规模季度环比增长7",webcache\20180129\webcache-20180302234746.html,sina,
2018-01-29,申万宏源,601997,贵阳银行,推荐贵阳银行:规模驱动业绩表现超预期、成长性突出,webcache\20180129\webcache-20180302234746.html,sina,
2018-01-29,申万宏源,601997,贵阳银行,推荐贵阳银行:规模驱动业绩表现超预期、成长性突出,webcache\20180129\webcache-20180302234746.html,sina,
2018-01-29,国海证券,002536,西泵股份,"   
    本周重点推荐个股及逻辑:继续重点推荐产品结构持续升级的优质国产零部件西泵股份,德尔股份",webcache\20180129\webcache-20180302234746.html,sina,
2018-01-29,国海证券,300473,德尔股份,"   
    本周重点推荐个股及逻辑:继续重点推荐产品结构持续升级的优质国产零部件西泵股份,德尔股份",webcache\20180129\webcache-20180302234746.html,sina,
2018-01-29,安信证券,601699,潞安环能,"推荐潞安环能:业绩超预期,估值处冶金煤公司低位",webcache\20180129\webcache-20180302234746.html,sina,
2018-01-29,国海证券,300104,乐视网,"上周引人关注的是乐视网的复牌以及创业板的强势反弹,虽然传媒、计算机等行业中的权重以及题材个股纷纷出现上涨,但主板中的银行、地产、家电、建材等表现依然亮眼",webcache\20180129\webcache-20180302234747.html,sina,
2018-01-29,国海证券,300104,乐视网,"上周引人关注的是乐视网的复牌以及创业板的强势反弹,虽然传媒、计算机等行业中的权重以及题材个股纷纷出现上涨,但主板中的银行、地产、家电、建材等表现依然亮眼",webcache\20180129\webcache-20180302234747.html,sina,
2018-01-29,国海证券,300104,乐视网,"但上周乐视网的复牌以及随之而来的传媒、计算机等行业龙头以及题材个股的快速上涨,带来了市场对风格切换的憧憬",webcache\20180129\webcache-20180302234747.html,sina,
2018-01-29,国海证券,300104,乐视网,"我们认为,创业板的快速上涨会提高其人气以及市场参与度,而其热度的提升显然也有助于乐视网的流通股东,因此基于短期套利思维切入创业板中的龙头个股要注意仓位的控制",webcache\20180129\webcache-20180302234747.html,sina,
2018-01-29,国海证券,603096,新经典,"推荐新经典年报预报点评:内生主业保持高增速,有望受益线下书店回暖带动图书增量",webcache\20180129\webcache-20180302234747.html,sina,
2018-01-29,国海证券,603096,新经典,"推荐新经典年报预报点评:内生主业保持高增速,有望受益线下书店回暖带动图书增量",webcache\20180129\webcache-20180302234747.html,sina,
2018-01-29,东吴证券,600398,海澜之家,"自12月以来我们已经多周重点推荐森马服饰、海澜之家、富安娜、歌力思、太平鸟等品牌服饰龙头,并持续提示开润股份、南极电商、跨境通、华孚色纺等标的的配置机会",webcache\20180129\webcache-20180302234748.html,sina,
2018-01-29,东吴证券,603808,歌力思,"自12月以来我们已经多周重点推荐森马服饰、海澜之家、富安娜、歌力思、太平鸟等品牌服饰龙头,并持续提示开润股份、南极电商、跨境通、华孚色纺等标的的配置机会",webcache\20180129\webcache-20180302234748.html,sina,
2018-01-29,东吴证券,603877,太平鸟,"自12月以来我们已经多周重点推荐森马服饰、海澜之家、富安娜、歌力思、太平鸟等品牌服饰龙头,并持续提示开润股份、南极电商、跨境通、华孚色纺等标的的配置机会",webcache\20180129\webcache-20180302234748.html,sina,
2018-01-29,东吴证券,002127,南极电商,"自12月以来我们已经多周重点推荐森马服饰、海澜之家、富安娜、歌力思、太平鸟等品牌服饰龙头,并持续提示开润股份、南极电商、跨境通、华孚色纺等标的的配置机会",webcache\20180129\webcache-20180302234748.html,sina,
2018-01-29,东吴证券,002327,富安娜,"自12月以来我们已经多周重点推荐森马服饰、海澜之家、富安娜、歌力思、太平鸟等品牌服饰龙头,并持续提示开润股份、南极电商、跨境通、华孚色纺等标的的配置机会",webcache\20180129\webcache-20180302234748.html,sina,
2018-01-29,东吴证券,002563,森马服饰,"自12月以来我们已经多周重点推荐森马服饰、海澜之家、富安娜、歌力思、太平鸟等品牌服饰龙头,并持续提示开润股份、南极电商、跨境通、华孚色纺等标的的配置机会",webcache\20180129\webcache-20180302234748.html,sina,
2018-01-29,东吴证券,002640,跨境通,"自12月以来我们已经多周重点推荐森马服饰、海澜之家、富安娜、歌力思、太平鸟等品牌服饰龙头,并持续提示开润股份、南极电商、跨境通、华孚色纺等标的的配置机会",webcache\20180129\webcache-20180302234748.html,sina,
2018-01-29,东吴证券,300577,开润股份,"自12月以来我们已经多周重点推荐森马服饰、海澜之家、富安娜、歌力思、太平鸟等品牌服饰龙头,并持续提示开润股份、南极电商、跨境通、华孚色纺等标的的配置机会",webcache\20180129\webcache-20180302234748.html,sina,
2018-01-29,东吴证券,002127,南极电商,"   
    2、高增长新模式龙头市场情绪风险消化完毕,具备投资价值:本周美股、港股电商龙头股价再创新高,我们继续提示关注新模式A股稀缺标的开润股份、南极电商及跨境通",webcache\20180129\webcache-20180302234748.html,sina,
2018-01-29,东吴证券,002640,跨境通,"   
    2、高增长新模式龙头市场情绪风险消化完毕,具备投资价值:本周美股、港股电商龙头股价再创新高,我们继续提示关注新模式A股稀缺标的开润股份、南极电商及跨境通",webcache\20180129\webcache-20180302234748.html,sina,
2018-01-29,东吴证券,300577,开润股份,"   
    2、高增长新模式龙头市场情绪风险消化完毕,具备投资价值:本周美股、港股电商龙头股价再创新高,我们继续提示关注新模式A股稀缺标的开润股份、南极电商及跨境通",webcache\20180129\webcache-20180302234748.html,sina,
2018-01-29,东吴证券,002127,南极电商,"   
    2、高增长新模式龙头市场情绪风险消化完毕,具备投资价值:本周美股、港股电商龙头股价再创新高,我们继续提示关注新模式A股稀缺标的开润股份、南极电商及跨境通",webcache\20180129\webcache-20180302234748.html,sina,
2018-01-29,东吴证券,002640,跨境通,"   
    2、高增长新模式龙头市场情绪风险消化完毕,具备投资价值:本周美股、港股电商龙头股价再创新高,我们继续提示关注新模式A股稀缺标的开润股份、南极电商及跨境通",webcache\20180129\webcache-20180302234748.html,sina,
2018-01-29,东吴证券,300577,开润股份,"   
    2、高增长新模式龙头市场情绪风险消化完毕,具备投资价值:本周美股、港股电商龙头股价再创新高,我们继续提示关注新模式A股稀缺标的开润股份、南极电商及跨境通",webcache\20180129\webcache-20180302234748.html,sina,
2018-01-29,东吴证券,600987,航民股份,"(2)行业面临供给侧改革压力较大、受益环保投入到位需求走俏的行业龙头,典型如航民股份",webcache\20180129\webcache-20180302234748.html,sina,
2018-01-29,东吴证券,002127,南极电商,"9%的涨幅列居榜首,新模式提效主线中开润股份/南极电商亦分别上涨2",webcache\20180129\webcache-20180302234748.html,sina,
2018-01-29,东吴证券,300577,开润股份,"9%的涨幅列居榜首,新模式提效主线中开润股份/南极电商亦分别上涨2",webcache\20180129\webcache-20180302234748.html,sina,
2018-01-29,东吴证券,600398,海澜之家,"   
    传统纺服行业龙头估值见底,未来有望迎来估值与业绩齐增长周期:以森马服饰、海澜之家、富安娜、太平鸟、歌力思为代表的传统服装品牌龙头在零售大环境向好伴以龙头公司产品、零售、供应链端调整到位,四季度多数品牌零售表现可圈可点,加之春节较晚,预计一季度零售表现同样优秀,目前偏低的估值具备足够安全边际,坚定推荐",webcache\20180129\webcache-20180302234748.html,sina,
2018-01-29,东吴证券,603808,歌力思,"   
    传统纺服行业龙头估值见底,未来有望迎来估值与业绩齐增长周期:以森马服饰、海澜之家、富安娜、太平鸟、歌力思为代表的传统服装品牌龙头在零售大环境向好伴以龙头公司产品、零售、供应链端调整到位,四季度多数品牌零售表现可圈可点,加之春节较晚,预计一季度零售表现同样优秀,目前偏低的估值具备足够安全边际,坚定推荐",webcache\20180129\webcache-20180302234748.html,sina,
2018-01-29,东吴证券,603877,太平鸟,"   
    传统纺服行业龙头估值见底,未来有望迎来估值与业绩齐增长周期:以森马服饰、海澜之家、富安娜、太平鸟、歌力思为代表的传统服装品牌龙头在零售大环境向好伴以龙头公司产品、零售、供应链端调整到位,四季度多数品牌零售表现可圈可点,加之春节较晚,预计一季度零售表现同样优秀,目前偏低的估值具备足够安全边际,坚定推荐",webcache\20180129\webcache-20180302234748.html,sina,
2018-01-29,东吴证券,002327,富安娜,"   
    传统纺服行业龙头估值见底,未来有望迎来估值与业绩齐增长周期:以森马服饰、海澜之家、富安娜、太平鸟、歌力思为代表的传统服装品牌龙头在零售大环境向好伴以龙头公司产品、零售、供应链端调整到位,四季度多数品牌零售表现可圈可点,加之春节较晚,预计一季度零售表现同样优秀,目前偏低的估值具备足够安全边际,坚定推荐",webcache\20180129\webcache-20180302234748.html,sina,
2018-01-29,东吴证券,002563,森马服饰,"   
    传统纺服行业龙头估值见底,未来有望迎来估值与业绩齐增长周期:以森马服饰、海澜之家、富安娜、太平鸟、歌力思为代表的传统服装品牌龙头在零售大环境向好伴以龙头公司产品、零售、供应链端调整到位,四季度多数品牌零售表现可圈可点,加之春节较晚,预计一季度零售表现同样优秀,目前偏低的估值具备足够安全边际,坚定推荐",webcache\20180129\webcache-20180302234748.html,sina,
2018-01-29,东吴证券,600398,海澜之家,"   
    传统纺服行业龙头估值见底,未来有望迎来估值与业绩齐增长周期:以森马服饰、海澜之家、富安娜、太平鸟、歌力思为代表的传统服装品牌龙头在零售大环境向好伴以龙头公司产品、零售、供应链端调整到位,四季度多数品牌零售表现可圈可点,加之春节较晚,预计一季度零售表现同样优秀,目前偏低的估值具备足够安全边际,坚定推荐",webcache\20180129\webcache-20180302234748.html,sina,
2018-01-29,东吴证券,603808,歌力思,"   
    传统纺服行业龙头估值见底,未来有望迎来估值与业绩齐增长周期:以森马服饰、海澜之家、富安娜、太平鸟、歌力思为代表的传统服装品牌龙头在零售大环境向好伴以龙头公司产品、零售、供应链端调整到位,四季度多数品牌零售表现可圈可点,加之春节较晚,预计一季度零售表现同样优秀,目前偏低的估值具备足够安全边际,坚定推荐",webcache\20180129\webcache-20180302234748.html,sina,
2018-01-29,东吴证券,603877,太平鸟,"   
    传统纺服行业龙头估值见底,未来有望迎来估值与业绩齐增长周期:以森马服饰、海澜之家、富安娜、太平鸟、歌力思为代表的传统服装品牌龙头在零售大环境向好伴以龙头公司产品、零售、供应链端调整到位,四季度多数品牌零售表现可圈可点,加之春节较晚,预计一季度零售表现同样优秀,目前偏低的估值具备足够安全边际,坚定推荐",webcache\20180129\webcache-20180302234748.html,sina,
2018-01-29,东吴证券,002327,富安娜,"   
    传统纺服行业龙头估值见底,未来有望迎来估值与业绩齐增长周期:以森马服饰、海澜之家、富安娜、太平鸟、歌力思为代表的传统服装品牌龙头在零售大环境向好伴以龙头公司产品、零售、供应链端调整到位,四季度多数品牌零售表现可圈可点,加之春节较晚,预计一季度零售表现同样优秀,目前偏低的估值具备足够安全边际,坚定推荐",webcache\20180129\webcache-20180302234748.html,sina,
2018-01-29,东吴证券,002563,森马服饰,"   
    传统纺服行业龙头估值见底,未来有望迎来估值与业绩齐增长周期:以森马服饰、海澜之家、富安娜、太平鸟、歌力思为代表的传统服装品牌龙头在零售大环境向好伴以龙头公司产品、零售、供应链端调整到位,四季度多数品牌零售表现可圈可点,加之春节较晚,预计一季度零售表现同样优秀,目前偏低的估值具备足够安全边际,坚定推荐",webcache\20180129\webcache-20180302234748.html,sina,
